id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	currency	availability	shipping_weight	expiration_date	brand	condition	product_type	google_product_category	payment_accepted
404	Plaid Cotton Shirt	Available in Sharp fit. Refined collar. Button cuff. Cotton. Machine wash. Made in US.	http://127.0.0.1/1SBMagento/plaid-cotton-shirt-574.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj006t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj006a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj006b_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/s/w/swatch_msj006c-khaki.png,http://127.0.0.1/1SBMagento/media/catalog/product/s/w/swatch_msj006c-royal-blue.png,http://127.0.0.1/1SBMagento/media/catalog/product/s/w/swatch_msj006c-charcoal.png,http://127.0.0.1/1SBMagento/media/catalog/product/s/w/swatch_msj006c-red.png	160.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
417	NoLIta Cami	Silk cami. Tie front detail, with hook and eye. Ruched neckline. Loose through the chest and bodice. 100% Silk. Dry clean.	http://127.0.0.1/1SBMagento/nolita-cami-588.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk000t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk000a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk000b_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk002a_1.jpg	150.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
419	Delancy Cardigan Sweater	Oversized knitted silk blend cardigan. Front button closure. Ribbed hem. Silk/rayon. Dry clean.	http://127.0.0.1/1SBMagento/delancy-cardigan-sweater-589.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk006t_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk006a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk006b.jpg	275.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
420	Ludlow Oxford Top	Oxford, fitted through the waist. V-neck, front button closure.100% cotton. Machine wash.	http://127.0.0.1/1SBMagento/ludlow-oxford-top-591.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk009t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk009a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/b/wbk009c_2.jpg	185.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
414	Bowery Chino Pants	Straight leg chino. Back pockets with button closure. 14 leg opening. Zip fly. 100% cotton.	http://127.0.0.1/1SBMagento/bowery-chino-pants-541.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd003t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd003a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd003b_2.jpg	140.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
408	Chelsea Tee	Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.	http://127.0.0.1/1SBMagento/chelsea-tee-701.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk000t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk000a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk000b_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk002t_1.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk004t_1.jpg	75.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
409	Chelsea Tee	Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.	http://127.0.0.1/1SBMagento/chelsea-tee-702.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk002t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk002a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk004t_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk000t_1.jpg	75.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
411	Merino V-neck Pullover Sweater	Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.	http://127.0.0.1/1SBMagento/merino-v-neck-pullover-sweater-556.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk006t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk006a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk006b.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk006c_2.jpg	210.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
412	Lexington Cardigan Sweater	V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.	http://127.0.0.1/1SBMagento/lexington-cardigan-sweater-561.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk009t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk009a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk009b_2.jpg	180.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
413	Core Striped Sport Shirt	Slim fit. Two chest pockets. Silver grommet detail. Grinding and nicking at hems. 100% cotton.	http://127.0.0.1/1SBMagento/core-striped-sport-shirt-547.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk012t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk012a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/t/mtk012b.jpg	125.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
426	TriBeCa Skinny Jean	Ultra slim-fit, stretch denim. Mid rise. 5 pockets, tonal stitching,. Cotton. Machine wash.	http://127.0.0.1/1SBMagento/tribeca-skinny-jean.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd000t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd000a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd000b_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd000c_2.jpg	185.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
427	DUMBO Boyfriend Jean	Straight leg boyfriend-fit. Distressed denim. 5 pockets. Contrast stitch detailing. Large to size, choose size down. Machine wash.	http://127.0.0.1/1SBMagento/dumbo-boyfriend-jean.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd005t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd005a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/p/wpd005b_2.jpg	210.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
430	Barclay d'Orsay pump, Nude	Leather. 3.5 heel. Peep toe and ankle strap. Leather insole and lining.	http://127.0.0.1/1SBMagento/barclay-d-orsay-pump-nude.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/w/aws000a_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/w/aws000b_2.jpg	390.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
431	Ann Ankle Boot	Leather. Inside zipper. 3-button outside detail. 4.5 heel, 1 platform, 3.5 equiv. Leather insole and lining. Red sole. Made in Italy.	http://127.0.0.1/1SBMagento/borgha-ankle-boot-546.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/w/aws005a_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/w/aws005b_3.jpg	470.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
432	Hana Flat, Charcoal	Suede. Square toe. 1/4 flat heel. Padded leather insole and lining. Rubber outsole provides traction.	http://127.0.0.1/1SBMagento/hana-flat-charcoal-547.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/w/aws010.jpg	 	210.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
433	Dorian Perforated Oxford	Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1 rubber heel. Imported.	http://127.0.0.1/1SBMagento/dorian-preforated-oxford-548.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams000a_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams000b_2.jpg	410.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
434	Wingtip Cognac Oxford	Wingtip medallion toe oxford with contrast waxed cotton laces. Leather upper and lining. Leather sole. Made in Italy.	http://127.0.0.1/1SBMagento/wingtip-cognac-oxford-549.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams005a_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams005b_2.jpg	375.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
435	Suede Loafer, Navy	Suede loafer. Contrast stitching. Leather lined. Imported.	http://127.0.0.1/1SBMagento/suede-loafer-navy-550.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams010a_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/m/ams010b_2.jpg	310.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
415	The Essential Boot Cut Jean	Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15 leg opening. Zip fly. Machine wash.	http://127.0.0.1/1SBMagento/the-essential-boot-cut-jean-541.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd006t_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd006a.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd006b.jpg	140.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
416	Flat Front Trouser	Flat front trouser. Slim through the hip thigh and ankle. Zip fly. Lined. 100% wool. Dry clean.	http://127.0.0.1/1SBMagento/flat-front-trouser-542.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd012t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd012a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/p/mpd012b_2.jpg	195.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
422	Essex Pencil Skirt	Knee length skirt. Sits on natural waist. Fitted through the hip. Exposed waist belt loops. Hidden zip and hook and eye closure in back. Full lining. Wool/cotton/polyester. Machine wash.	http://127.0.0.1/1SBMagento/essex-pencil-skirt-527.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd000t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd000a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd000b_2.jpg	185.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
424	Ludlow Sheath Dress	Sleeveless, jewel neckline with deep Vee in back. Fitted through waist and hip. 100% polyester lining. Cotton/wool. Dry clean.	http://127.0.0.1/1SBMagento/ludlow-sheath-dress.html	http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd008t_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd008a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/w/s/wsd008b_2.jpg	305.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
436	Classic Hardshell Suitcase	Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21 x 17 x 10 .	http://127.0.0.1/1SBMagento/classic-hardshell-suitcase-583.html	http://127.0.0.1/1SBMagento/media/catalog/product/a/b/abl0006a_1.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/a/b/abl006b_2.jpg	600.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
437	Modern Murray Ceramic Vase	Ceramic. 5.5 diameter, 12 high.	http://127.0.0.1/1SBMagento/modern-murray-ceramic-vase-480.html	http://127.0.0.1/1SBMagento/media/catalog/product/h/d/hdd001_2.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/h/d/hdd002_2.jpg	55.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
405	Sullivan Sport Coat	Two button, single vented, notched lapels. Three buttons at cuff. Interior buttoned welt pockets. Full polyester lining. 100% wool. Dry clean.	http://127.0.0.1/1SBMagento/oxford-sport-coat-474.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj009t.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj009a_2.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj009b_2.jpg	510.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
407	Stretch Cotton Blazer	Two button, single vented, notched lapels. Slim cut through the shoulders chest and waist. Flap pockets, welt inside chest pockets. Cotton/lycra. Dry clean.	http://127.0.0.1/1SBMagento/stretch-cotton-blazer-582.html	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj015t_1.jpg	http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj015a_1.jpg,http://127.0.0.1/1SBMagento/media/catalog/product/m/s/msj015b.jpg	490.00	 	 	USD	in stock	 	2024-04-17	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
